date,bases,open_access_bases,bytes,open_access_bytes
"09/08/2015",3874940303105434,2313485101209429,2485883182919665,1555180459565193
"09/09/2015",3877491973780085,2316025244678230,2487714633028830,1557003901739754
"09/10/2015",3878850397993309,2317383668689730,2488428483566898,1557717752051823
"09/11/2015",3880519992688201,2319053263384622,2489443187825757,1558732456310682
"09/12/2015",3880714039102202,2319247309798623,2489571178339193,1558860446824118
"09/13/2015",3880806723761206,2319339994457627,2489632285507706,1558921553992631
"09/14/2015",3881823331981890,2320356602678311,2490370228745394,1559659497230319
"09/15/2015",3886062328780578,2324595599476999,2492747855043293,1562037123528218
"09/16/2015",3889271131020260,2327621726267239,2494676612566802,1563876336699968
"09/17/2015",3894221160662344,2329449334840791,2497454861624693,1564974389557626
"09/18/2015",3895969461823634,2330687214522788,2498569168242813,1565856386077160
"09/19/2015",3898458822006236,2331260339525665,2499873540785129,1566184933913660
"09/20/2015",3898894419570871,2331695937090300,2500252359887581,1566563753016112
"09/21/2015",3900158738331527,2332852160687756,2500975179098663,1567213632933565
"09/22/2015",3908933207366510,2341598415065390,2506634838251302,1572854196187938
"09/23/2015",3915659773731275,2348324981430155,2510507699031096,1576727056967732
"09/24/2015",3917456951186930,2350076009743722,2511681587139140,1577876920936516
"09/25/2015",3926525399173131,2359134656116381,2516970857803426,1583161057297370
"09/26/2015",3931084660536274,2363693917479524,2519795942707329,1585986142201273
"09/27/2015",3931871587910076,2364480844853326,2520802923358701,1586993122852645
"09/28/2015",3934540425033001,2365062342003047,2522250463015592,1587373248298904
"09/29/2015",3936682381167753,2367204298137799,2523452350586105,1588575135869417
"09/30/2015",3940652629867949,2371038476772333,2525960184471326,1590986943289850
"10/01/2015",3946189396212024,2376575243116408,2529457124022129,1594483882840653
"10/02/2015",3948695076267644,2377279127015985,2530808406067392,1594952707450567
"10/03/2015",3949113062544865,2377697113293206,2531066083667749,1595210385050924
"10/04/2015",3949400503542767,2377984554291108,2531200056926059,1595344358309234
"10/05/2015",3951835561205450,2380419611953791,2532741601929510,1596885903312685
"10/06/2015",3981025892597612,2381627958249011,2545035607386980,1597623935290421
"10/07/2015",3983031224367746,2383622180592745,2546425076466458,1599008832033958
"10/08/2015",3984135870915146,2384726827140145,2547137397553241,1599721153120741
"10/09/2015",3992611047174408,2389399699737043,2550940724775209,1601633968568859
"10/10/2015",3993466732298643,2390255384861278,2551512420346787,1602205664140437
"10/11/2015",3994023477498891,2390812130061526,2551900543832218,1602593787625868
"10/12/2015",3994564419710594,2391353072273229,2552254681379769,1602947925173419
"10/13/2015",3996839719951525,2393628372514160,2553642131417701,1604335375211351
"10/14/2015",3997797545317938,2394586197880573,2554201054287152,1604894298080802
"10/15/2015",3998211315910913,2394999968473548,2554504029571106,1605197273364756
"10/16/2015",3999909567508741,2396698220071376,2555477631315480,1606170875109130
"10/17/2015",4000470294313227,2397258946875862,2555760038539531,1606453282333181
"10/18/2015",4000677665612284,2397466318174919,2555890683187300,1606583926980950
"10/19/2015",4002114222621704,2398902875184339,2556646090264745,1607339334058395
"10/20/2015",4010347893033245,2400253761311406,2560902338374227,1608076578059651
"10/21/2015",4022545033642555,2406996272150876,2567364246053928,1611825296934409
"10/22/2015",4044805374196394,2411408741407399,2579113515657313,1614718361799778
"10/23/2015",4048233289525894,2414836656736899,2581244548893902,1616849395036367
"10/24/2015",4052504998382726,2417092780757531,2583489668098846,1618069277860964
"10/25/2015",4052882003978307,2417469786353112,2583740278224165,1618319887986283
"10/26/2015",4056508267698318,2421096050073123,2586349409553275,1620929019315393
"10/27/2015",4093665805962153,2458253588336958,2606913922984152,1641493532746270
"10/28/2015",4119073702970486,2483661485345291,2616426754878856,1651006364640974
"10/29/2015",4120906058117714,2484959136375579,2617214246416085,1651771994834352
"10/30/2015",4123110663912268,2486893835099495,2618509252790193,1652941211383523
"10/31/2015",4125001588627884,2488784759815111,2619686034465569,1654117993058899
"11/01/2015",4125539483982141,2489322655169368,2620048414766240,1654480373359570
"11/02/2015",4131376960872638,2495160132059865,2623641883164356,1658073841757686
"11/03/2015",4186257092068572,2499786082437952,2631482152119228,1660627813499469
"11/04/2015",4190939154552159,2504468144921539,2634260169556615,1663405830936856
"11/05/2015",4213469682193445,2515317543151543,2646077296487133,1668986236643554
"11/06/2015",4217095149157853,2518943010115951,2648529755375319,1671438695531740
"11/07/2015",4217771445586031,2519618559774558,2648937104117032,1671845483054193
"11/08/2015",4218098613042882,2519945727231409,2649135464181470,1672043843118631
"11/09/2015",4220028851044734,2521854869601059,2650443861009995,1673337698336458
"11/10/2015",4236239513426240,2526480979414668,2658298314320767,1676116244550714
"11/11/2015",4236737222738923,2526978688727351,2658586864750225,1676404794980172
"11/12/2015",4239910030400581,2530151496389009,2660557744278056,1678375674508003
"11/13/2015",4241655558510673,2531897024499101,2661636359036072,1679454289266019
"11/14/2015",4241995123002732,2532236588991160,2661842060705322,1679659990935269
"11/15/2015",4242348683511632,2532590149500060,2662067973284864,1679885903514811
"11/16/2015",4243571867901587,2533813333890015,2662810193337654,1680628123567601
"11/17/2015",4249196769055156,2539438235043584,2666536604262961,1684354534492908
"11/18/2015",4255186349759992,2541599927881625,2669942711388634,1685823532389709
"11/19/2015",4256831549389549,2543245127511182,2670895606702585,1686776427703660
"11/20/2015",4262553429960812,2548121509701853,2674419599278184,1689911820355728
"11/21/2015",4264739313686230,2550307393427271,2675534623007397,1691026844084941
"11/22/2015",4267414319462598,2552982399203639,2677273446360568,1692765667438112
"11/23/2015",4270070356250452,2555638435991493,2678919849163620,1694412070241164
"11/24/2015",4273958439330905,2559522720259644,2681256395683831,1696740117718474
"11/25/2015",4276591810111081,2562156091039820,2682895678695188,1698379400729831
"11/26/2015",4276774436359196,2562338717287935,2682991996782021,1698475718816664
"11/27/2015",4314219927342736,2599784208271475,2709112208154977,1724595930189620
"11/28/2015",4315449520409909,2601013801338648,2709738947956161,1725222669990804
"11/29/2015",4315851649615924,2601415930544663,2709943290696930,1725427012731573
"11/30/2015",4317633550263055,2603197831191794,2711065660107872,1726549382142515
"12/01/2015",4324963973096969,2609156229070308,2716068805342583,1730834112310459
"12/02/2015",4328213555823830,2612405811797169,2719024167623015,1733789474590891
"12/03/2015",4331304204958554,2614923581613701,2720840459043227,1735319135610494
"12/04/2015",4332720576674697,2616339953329844,2721713344579002,1736192021146269
"12/05/2015",4333206633326683,2616826009981830,2721989877415666,1736468553982933
"12/06/2015",4333660113760835,2617279490415982,2722242243750663,1736720920317930
"12/07/2015",4335723785981472,2619343162636619,2723411083324033,1737889759891300
"12/08/2015",4337864626848125,2621484003503272,2724833982709680,1739312659276947
"12/09/2015",4347114736414289,2630734113069436,2730581676965291,1745060353532558
"12/10/2015",4349622520289166,2633232135865088,2732221263930956,1746693700742727
"12/11/2015",4354476869215325,2637543438082032,2735268409278022,1749357311514265
"12/12/2015",4355328362159661,2637783653083052,2735848522036311,1749513459939501
"12/13/2015",4356762839040127,2639218129963518,2736625445355254,1750290383258444
"12/14/2015",4357586762787769,2640042053711160,2737161771387347,1750826709290537
"12/15/2015",4359232798441307,2641688089364698,2738147472098134,1751812410001324
"12/16/2015",4361280445401768,2643735736325159,2739384515053579,1753049452956769
"12/17/2015",4362353312431069,2644808603354460,2739996395756808,1753661333659998
"12/18/2015",4363557758611746,2646013049535137,2740720313119249,1754385251022439
"12/19/2015",4366497923687844,2648953214611235,2742499557176306,1756164495079496
"12/20/2015",4366885500448988,2649340791372379,2742749315598562,1756414253501752
"12/21/2015",4368697594487119,2651152885410510,2743823225000363,1757488162903553
"12/22/2015",4369751234387493,2652206525310884,2744394733358589,1758059671261779
"12/23/2015",4371416168464997,2653871459388388,2745486480428731,1759151418331921
"12/24/2015",4377571618698729,2658068792757432,2749198274476469,1761851297337825
"12/25/2015",4378727454382536,2659224628441239,2749876202691392,1762529225552748
"12/26/2015",4380125327377556,2660622501436259,2750691886979927,1763344909841283
"12/27/2015",4381455471207572,2661952645266275,2751419613645675,1764072636507031
"12/28/2015",4382924340960024,2663421515018727,2752419597272870,1765072620134226
"12/29/2015",4385549832342683,2666047006401386,2754145390743616,1766798413604972
"12/30/2015",4386405628811264,2666902802869967,2754677891615238,1767330914476594
"12/31/2015",4391165096904899,2671662270963602,2757725985832536,1770379008693892
"01/01/2016",4404577828554056,2685075002612759,2765911438136873,1778564460998229
"01/02/2016",4405461814708999,2685958988767702,2766485283517194,1779138306378550
"01/03/2016",4405864755309355,2686361929368058,2766712842696940,1779365865558296
"01/04/2016",4413598375866402,2694095549925105,2771409950072069,1784062972933425
"01/05/2016",4416643814046104,2697140988104807,2773358373406992,1786011396268348
"01/06/2016",4418409360100335,2698906534159038,2774463596281983,1787116619143339
"01/07/2016",4454012265149989,2704541331255584,2798265087097584,1791341396544349
"01/08/2016",4457816404296693,2706212344875422,2800768425861262,1792388783088906
"01/09/2016",4463272973128959,2706955596255288,2803448550497052,1792820816761659
"01/10/2016",4463574323808906,2707256946935235,2803607656809436,1792979923074043
"01/11/2016",4464890627885176,2708573251011505,2804449410360594,1793821676625201
"01/12/2016",4470624625976923,2714012120280048,2808545237716156,1797713549283673
"01/13/2016",4475223471973567,2718450977432503,2810943656423849,1800021419960528
"01/14/2016",4479367411305576,2721587598588012,2813480573808831,1801999910288649
"01/15/2016",4480932390374364,2723152577656800,2814384994480850,1802904330960668
"01/16/2016",4486693736091269,2724331417667049,2817762612316608,1803654053808088
"01/17/2016",4486933340225398,2724571021801178,2817881965339558,1803773406831038
"01/18/2016",4488525516981278,2726163198557058,2818875366266701,1804766807758181
"01/19/2016",4495415289904864,2733052971480644,2822871001985723,1808762443477203
"01/20/2016",4500627130787382,2738264812363162,2826247839702796,1812139281194276
"01/21/2016",4511728060665946,2746432016693622,2832659650937201,1817120446084975
"01/22/2016",4544232889756819,2748652957945683,2848890223268764,1818362633454240
"01/23/2016",4544660897995188,2749080966184052,2849154534411377,1818626944596853
"01/24/2016",4545380897983793,2749800966172657,2849547014136954,1819019424322430
"01/25/2016",4546280818862841,2750700887051705,2850131930159299,1819604340344775
"01/26/2016",4549588839594026,2752482478522864,2852047946936713,1820531485906543
"01/27/2016",4615948808890490,2753718293103262,2884980874118376,1821421208583857
"01/28/2016",4618711649797732,2756481134010504,2886683239702952,1823123574168433
"01/29/2016",4624476403246298,2762245887459070,2889684604219592,1826124938685073
"01/30/2016",4641990861530899,2763452574113828,2898055459388897,1826753911573045
"01/31/2016",4642419572998590,2763881285581519,2898335809813494,1827034261997642
"02/01/2016",4650766720793156,2772228433376085,2902667627856310,1831366080040458
"02/02/2016",4652196677776472,2773658390359401,2903515576654380,1832214028838528
"02/03/2016",4658488961611103,2779950674194032,2907443368020585,1836141820204733
"02/04/2016",4659809148854538,2781270861437467,2908324203921243,1837022656105391
"02/05/2016",4664298796332246,2785760508915175,2911288106976814,1839986559160962
"02/06/2016",4666380001631231,2786078922677588,2912438993222394,1840188052739307
"02/07/2016",4666492275851978,2786191196898335,2912509944136615,1840259003653528
"02/08/2016",4667655971116505,2787354892162862,2913258718085345,1841007777602258
"02/09/2016",4668348489631082,2788047410677439,2913723852568296,1841472912085209
"02/10/2016",4676145401673759,2795844322720116,2919753352506673,1847502412023586
"02/11/2016",4679437357554607,2799136278600964,2921876692047642,1849625751564555
"02/12/2016",4681466452289761,2801076446917677,2923200651784428,1850898975463356
"02/13/2016",4681832476165215,2801442470793131,2923457322655535,1851155646334463
"02/14/2016",4682045116408156,2801655111036072,2923564011162603,1851262334841531
"02/15/2016",4685000115561603,2804610110189519,2925514786914569,1853213110593497
"02/16/2016",4689468196556689,2809078191184605,2928411882621127,1856110206300055
"02/17/2016",4693193325086785,2812790739898401,2930936256874855,1858625504333940
"02/18/2016",4694585712934966,2814178524698182,2931723023677914,1859409906347995
"02/19/2016",4695195096930088,2814787908693304,2932074339342484,1859761222012565
"02/20/2016",4701511876980007,2815201047828037,2934189378883817,1860011216096236
"02/21/2016",4703766628569315,2817417630325719,2935384786039757,1861188367074734
"02/22/2016",4709004982285314,2821878706511549,2938787714431866,1864207163173858
"02/23/2016",4710004088637379,2822877812863614,2939408029863902,1864827478605894
"02/24/2016",4716884493752962,2829758217979197,2942702408165802,1868121856907794
"02/25/2016",4719509340030418,2832278001549353,2944355437059712,1869730413419566
"02/26/2016",4723239931806518,2836008593325453,2946378618356949,1871753594716803
"02/27/2016",4728284887975717,2841053549494652,2948573229108307,1873948205468161
"02/28/2016",4728585477141231,2841354138660166,2948746276795274,1874121253155128
"02/29/2016",4730035315111358,2842803976630293,2949687252588006,1875062228947860
"03/01/2016",4738609469381294,2848418897020503,2954506014383223,1878583722880896
"03/02/2016",4746051826228240,2855861253867449,2957273892767451,1881351601265124
"03/03/2016",4747006294754028,2856384925070101,2957784511707158,1881679433184237
"03/04/2016",4752030264147412,2861408894463485,2960699372117971,1884594293595050
"03/05/2016",4752756376642431,2862135006958504,2961117380103418,1885012301580497
"03/06/2016",4753483044053222,2862749805059841,2961496092974954,1885361154665353
"03/07/2016",4756553107577852,2865590481073806,2963128947716764,1886934613618617
"03/08/2016",4758814001848865,2867851375344819,2966505578902660,1890311244804513
"03/09/2016",4765346510328808,2874383883824762,2970807236528195,1894612902430048
"03/10/2016",4766414004966958,2875451378462912,2971505237080760,1895310902982613
"03/11/2016",4782614751937594,2887323258493097,2980469476753336,1902079803406057
"03/12/2016",4784914055491352,2888849504871783,2981547627611913,1902967972747833
"03/13/2016",4785474581912900,2889030712369377,2981740829214318,1903066345024357
"03/14/2016",4788379173697363,2891465028238404,2983398500985035,1904601514786318
"03/15/2016",4791946493343400,2894743176048640,2985613428621188,1906647280638069
"03/16/2016",4796839293764822,2896905599352443,2988179676180821,1907929521709448
"03/17/2016",4802209161465522,2901315612211563,2990881269890695,1910386627357732
"03/18/2016",4805157877838254,2904016118663485,2992584337331536,1912025473760885
"03/19/2016",4805719791043883,2904578031869114,2992906186237479,1912347322666828
"03/20/2016",4806389754680066,2905242623870191,2993322373217506,1912761099328531
"03/21/2016",4808718915136910,2907571784327035,2994664983739155,1914103709850180
"03/22/2016",4811878099576602,2910730968766727,2996603764891134,1916042491002159
"03/23/2016",4813229557239796,2912082426429921,2997420739316775,1916859465427800
"03/24/2016",4815107896949114,2913960766139239,2998429097083569,1917867823194594
"03/25/2016",4838299810189990,2916384128133141,3011241376723848,1919379941785999
"03/26/2016",4845334328916012,2923418646859163,3014141084294321,1922279649356472
"03/27/2016",4845610284949115,2923694602892266,3014332242392199,1922470807454350
"03/28/2016",4848773485463439,2926857803406590,3016300982938533,1924439548000684
"03/29/2016",4859092090101493,2937176408044644,3023096828637348,1931235393699499
"03/30/2016",4860802544999703,2938717060236516,3024088731553909,1932140847031394
"03/31/2016",4867677645485733,2941519947813546,3027812206589123,1933767379555003
"04/01/2016",4874102182872790,2944270490258203,3031146855010000,1935403828066376
"04/02/2016",4889691814954606,2959860122340019,3036373458492137,1940630431548513
"04/03/2016",4890780050449159,2960948357834572,3036960043085828,1941217016142204
"04/04/2016",4891293264061905,2961445755491596,3037281075334668,1941530222697229
"04/05/2016",4892990429382576,2962937753178432,3038271064868228,1942449663506366
"04/06/2016",4903292088027593,2964174637201840,3042956403953494,1943070892956319
"04/07/2016",4906424641315355,2967307190489602,3044717735232132,1944832224234957
"04/08/2016",4911380576567496,2972263125741743,3047666274338571,1947780763341396
"04/09/2016",4937454769271148,2997821022930373,3060996784338800,1960873554694098
"04/10/2016",4939733012875664,3000099266534889,3062269305336381,1962146075691679
"04/11/2016",4947849566935961,3000731405996245,3066653972411501,1962514689071233
"04/12/2016",4981945379323501,3002141723193451,3082379425899064,1963392647914529
"04/13/2016",5021018482184108,3029119260278045,3100752620701553,1976916349996781
"04/14/2016",5025632078041971,3030707149969130,3103641564652817,1977826979709661
"04/15/2016",5034671792950499,3033894370793656,3108642568823693,1980359099367528
"04/16/2016",5039032170350863,3035812209955062,3110885328285428,1981548745333805
"04/17/2016",5040541850972267,3037321890576466,3111736158311644,1982399575360021
"04/18/2016",5042607730639442,3039377854780629,3113082437275407,1983742862949248
"04/19/2016",5048344680249996,3042465066640199,3116144208511490,1985599085128123
"04/20/2016",5051114890561762,3045202349447928,3117931620138410,1987376386544967
"04/21/2016",5053986786667774,3047701747850218,3119545767644695,1988809066895953
"04/22/2016",5055042446402238,3048692671783366,3120133673299261,1989369614888223
"04/23/2016",5057207533043639,3049858042579887,3121290478966171,1990088032054309
"04/24/2016",5059312581191419,3050925707064563,3122290398294266,1990604464005274
"04/25/2016",5064238947037385,3055267546062021,3125378580194208,1993424756354222
"04/26/2016",5067336947897565,3058365546922201,3127153656178917,1995199832338931
"04/27/2016",5073975380867067,3063171633917099,3129657429792872,1997245645941801
"04/28/2016",5075434527300381,3064603174444226,3130485732616826,1998065937432430
"04/29/2016",5076381720627084,3065550367770929,3131025597871347,1998605802686951
"04/30/2016",5079162858447975,3068331505591820,3132547382061580,2000127586877184
"05/01/2016",5085885707145991,3075054354289836,3137122741255739,2004702946071343
"05/02/2016",5089457722454052,3078626369597897,3139278378616543,2006858583432147
"05/03/2016",5094676461332847,3081442715966366,3142044077351168,2008485168489883
"05/04/2016",5124426722089998,3095831774971608,3159164547916472,2017969564758050
"05/05/2016",5133452019529178,3099973764595439,3163876745858304,2020732475247715
"05/06/2016",5139066579652780,3105579727687453,3167604986903847,2024457644656294
"05/07/2016",5140921986777614,3107435134812287,3168698674954238,2025551332706685
"05/08/2016",5141370256842527,3107875182234128,3168964094343877,2025812523004370
"05/09/2016",5144335416120513,3110840341512114,3170588881800842,2027437310461335
"05/10/2016",5151370743891122,3117820275625635,3175892665638770,2032711327442156
"05/11/2016",5171407561573672,3134502820624308,3184349253499914,2039319570911056
"05/12/2016",5176434055636807,3137998545556267,3187192238455698,2041342010191595
"05/13/2016",5180116830990760,3141681320910220,3189241703266259,2043391475002156
"05/14/2016",5183507304297440,3144996685942520,3191371058622703,2045485314093927
"05/15/2016",5188255389360785,3148291998523889,3193722742930576,2047518414833546
"05/16/2016",5195890375963670,3151033189780754,3199273413961111,2049313738518117
"05/17/2016",5202624568399120,3155272881006589,3203349188467876,2051921239041849
"05/18/2016",5208868162250786,3161516474858255,3206861160395602,2055433210969575
"05/19/2016",5215110704037536,3164467210975241,3212466513215276,2058870909104479
"05/20/2016",5218308323113567,3167170678764358,3214405735512826,2060586189304393
"05/21/2016",5219077554047795,3167939909698586,3214972778329754,2061153232121321
"05/22/2016",5220041674692975,3168904030343766,3215601749115601,2061782202907168
"05/23/2016",5240591442041544,3170171119535217,3224959451505914,2062564597756332
"05/24/2016",5257226166917721,3186412621361400,3236354948533199,2073767642662980
"05/25/2016",5268114789673656,3197301244117335,3240472352495019,2077885046624800
"05/26/2016",5279074525645511,3206636691239894,3246001613398266,2082710371908090
"05/27/2016",5280933516700933,3208112029281109,3247174064354738,2083674801763853
"05/28/2016",5282283191036977,3208808772064558,3248023183161196,2084030371053786
"05/29/2016",5283999859349637,3209759852763798,3249218612244326,2084630502514178
"05/30/2016",5285978211072684,3211738204486845,3250471336259682,2085883226529534
"05/31/2016",5288223860667306,3213983854081467,3251881436517674,2087293326787526
"06/01/2016",5300425518291756,3226185511705917,3258744639089397,2094156529359249
"06/02/2016",5309139425481437,3234899418895598,3262516293579666,2097928183849518
"06/03/2016",5314616451875070,3240376445289231,3265628483490335,2101040373760187
"06/04/2016",5316296074470053,3242056067884214,3266691674664706,2102103564934558
"06/05/2016",5317335194363892,3243095187778053,3267697537131479,2103109427401331
"06/06/2016",5320072400046599,3245053707067042,3269244513992427,2104333884261169
"06/07/2016",5321776730948014,3246659228861263,3270217162037401,2105265098115184
"06/08/2016",5331507786746791,3251353426606106,3274880930319186,2107362419380709
"06/09/2016",5333966259258645,3253809983737840,3276243767071043,2108723932509796
"06/10/2016",5342414212974108,3256350878344195,3280668786405496,2110374610120148
"06/11/2016",5345790605595559,3259727270965646,3284348760605630,2114054584320282
"06/12/2016",5346919165292958,3260855830663045,3284909137224624,2114614960939276
"06/13/2016",5349956014963273,3263892680333360,3286939443275647,2116645266990299
"06/14/2016",5357886483522142,3265533504075313,3290679768501392,2117697325934580
"06/15/2016",5373812474322217,3279071292400188,3296793924141893,2122250914602426
"06/16/2016",5376455824222561,3281714642300532,3298722220518314,2124179210978847
"06/17/2016",5378528724602935,3283787542680906,3300066350262404,2125523340722937
"06/18/2016",5383860098188211,3289118916266182,3303385598201868,2128842588662401
"06/19/2016",5384435501268725,3289694319346696,3303648097944661,2129105088405194
"06/20/2016",5385876283376973,3291135101454944,3304436727817696,2129893718278229
"06/21/2016",5390422108627373,3292588139358734,3306913413028028,2130803350289031
"06/22/2016",5392875870216684,3295041900948045,3308278371826331,2132168309087334
"06/23/2016",5429966619359018,3332132650090379,3327593412985001,2151483350246004
"06/24/2016",5431387831604550,3333553862335911,3328544158082729,2152434095343732
"06/25/2016",5432868588681053,3335034619412414,3329511332354097,2153401269615100
"06/26/2016",5437734040148665,3339900070880026,3332559213275347,2156449150536350
"06/27/2016",5442387499898565,3344530588368826,3335618542642513,2159498117473725
"06/28/2016",5449996695973244,3352139784443505,3340609670260865,2164489245092077
"06/29/2016",5453135699230680,3355278787700941,3342598672153309,2166478246984521
"06/30/2016",5461090148845623,3363233237315884,3346456047964522,2170335622795734
"07/01/2016",5471919221979298,3374062310449559,3353515835690454,2177395410521666
"07/02/2016",5474630995299083,3376774083769344,3355357737683392,2179237312514604
"07/03/2016",5476355218701450,3378498307171711,3356585856142966,2180465430974178
"07/04/2016",5477597500696757,3379740589167018,3357378508869504,2181258083700716
"07/05/2016",5482859062164178,3385002150634439,3360431870555568,2184311445386780
"07/06/2016",5486922407556113,3389065496026374,3363150694290917,2187030269122129
"07/07/2016",5489776107333017,3391919195803278,3364668627224911,2188548202056123
"07/08/2016",5501438956968523,3394860889661842,3371320434505631,2190417003440785
"07/09/2016",5504551001865235,3395923534213924,3372992708823872,2190955045433394
"07/10/2016",5507430868524891,3398803400873580,3375206395615032,2193168732224554
"07/11/2016",5515311033327803,3401150489503404,3379107503268680,2194189224589936
"07/12/2016",5530590430734030,3406402496821407,3387213941310793,2197045748365224
"07/13/2016",5546308079780773,3413544388592058,3395744389619192,2201317230947703
"07/14/2016",5555423228629845,3419594754378538,3401318177142536,2205363455690631
"07/15/2016",5561795670918105,3425935037691106,3405375491433624,2209403129122325
"07/16/2016",5567736934454822,3431876301227823,3410305639672296,2214333277360997
"07/17/2016",5570961167183593,3434346564150494,3412915240613448,2216334556965123
"07/18/2016",5580079097956754,3440837241651943,3417946960941240,2220147731655118
"07/19/2016",5581554261427182,3442312405122371,3418890049178979,2221090819892857
"07/20/2016",5589921347434349,3450264461032308,3423703449623704,2225562510729813
"07/21/2016",5592392829499639,3452735943097598,3425221253254626,2227080314360735
"07/22/2016",5595601357239104,3455944470837063,3427197061687819,2229056122793928
"07/23/2016",5598670795350679,3458723245251686,3428935933610728,2230651105955240
"07/24/2016",5601668236285760,3461720686186767,3430520144900849,2232235317245361
"07/25/2016",5604808865398023,3464861315299030,3433364994498268,2235080166842780
"07/26/2016",5608303346833262,3468338432394077,3435773942054868,2237480023196629
"07/27/2016",5612310840671855,3472039890814676,3440843629445797,2242389024508972
"07/28/2016",5639222670018266,3479215029017927,3452770355357595,2246775450310820
"07/29/2016",5648635581554999,3482132338370960,3456609482544825,2248489986612997
"07/30/2016",5652576851651782,3486073608467743,3459017093295297,2250897597363469
"07/31/2016",5654301437997576,3487798194813537,3460076604722308,2251957108790480
"08/01/2016",5664507820492629,3493755992799461,3465704662834676,2255484205853282
"08/02/2016",5667556524635699,3496803726639331,3467662965850350,2257442036563860
"08/03/2016",5670772882574745,3500020084578377,3469601391116151,2259380461829661
"08/04/2016",5672577031534141,3501773537659797,3470549690888177,2260301074906105
"08/05/2016",5677772372601674,3505965729413651,3472884497122853,2261924312942916
"08/06/2016",5680474469841049,3506885196659289,3474735386959968,2262448544558758
"08/07/2016",5683164487110601,3509575213928841,3476489286707355,2264202444306145
"08/08/2016",5685620419990377,3512031146808617,3477792670859610,2265505828458400
"08/09/2016",5704742979434612,3516610589781004,3488786954813654,2268747154755174
"08/10/2016",5783785097812273,3534614201507788,3527465353150331,2278329378237256
"08/11/2016",5786590893930759,3537419997626274,3528751435222290,2279615460309215
"08/12/2016",5796661715618934,3547490819314449,3535177449556816,2286041474643741
"08/13/2016",5802728704161938,3553557807857453,3538980887793864,2289844912880789
"08/14/2016",5805153217294480,3555982320989995,3540704874279934,2291568899366859
"08/15/2016",5807977955079625,3558495306954410,3542287774702331,2292965946007746
"08/16/2016",5814179182485912,3564690759490363,3545275333006277,2295950989770013
"08/17/2016",5819441230785853,3569952807790304,3547800872239543,2298476529003279
"08/18/2016",5820658347279323,3571169924283774,3548532105512726,2299207762276462
"08/19/2016",5823783096684003,3574294673688454,3550288854096386,2300964510860122
"08/20/2016",5826410246617023,3576921823621474,3551746322202736,2302421978966472
"08/21/2016",5826992716059372,3577504293063823,3552066443469776,2302742100233512
"08/22/2016",5828382496336567,3578894073341018,3552776024786561,2303451681550297
"08/23/2016",5836178822953854,3581711072706423,3557848809700717,2305227949536244
"08/24/2016",5842328709199839,3587860958952408,3561735002796152,2309114142631679
"08/25/2016",5846753705878643,3592285955631212,3564669303488025,2312048443323552
"08/26/2016",5852227340532266,3597759590284835,3568085998532735,2315465138368262
"08/27/2016",5853276387580144,3598808637332713,3568775482174057,2316154622009584
"08/28/2016",5854872348440863,3600404598193432,3569685503727775,2317064643563302
"08/29/2016",5862233165368959,3607765415121528,3573680074370719,2321059214206246
"08/30/2016",5868922586257997,3614454836010566,3577656590370840,2325035730206367
"08/31/2016",5883999249649529,3619985629530582,3584814667927426,2327960581822642
"09/01/2016",5895537679235143,3628303596104289,3591388734351483,2332931504809764
"09/02/2016",5905288773408059,3637068994227375,3597473160131231,2338522637614783
"09/03/2016",5913411202349736,3645191423169052,3601826350713316,2342875828196868
"09/04/2016",5919076904623161,3650857125442477,3604685756372056,2345735233855608
"09/05/2016",5925541210040779,3657307291273351,3607966959845328,2349008982067498
"09/06/2016",5936093402731442,3667859483964014,3613432097456675,2354474119678845
"09/07/2016",5945002114670359,3676768195902931,3618255527637806,2359297549859976
"09/08/2016",5949976873195720,3678817552586420,3620914585148230,2360493942085214
"09/09/2016",5955113272780502,3683710846471296,3623750770716559,2363207179652223
"09/10/2016",5959004746067473,3687602319758267,3625722037681354,2365178446617018
"09/11/2016",5964546396660104,3693143970350898,3628419417180324,2367875826115988
"09/12/2016",5972264437537955,3695634590647935,3632276680468423,2369084477054169
"09/13/2016",5974266152004847,3697399907105679,3633399651878914,2370088594496432
"09/14/2016",5977961208563139,3701056047138235,3635438876271387,2372107862050155
"09/15/2016",5983101544680534,3705178317307854,3638182132504415,2374405534070988
"09/16/2016",5984248027461954,3706324800089274,3638803706879131,2375027108445704
"09/17/2016",5984972199590241,3707048972217561,3639249222985155,2375472624551728
"09/18/2016",5985954411832297,3708031184459617,3639845725282137,2376069126848710
"09/19/2016",5990403230090137,3711640713667027,3642492054316430,2378240221791092
"09/20/2016",5997986865384784,3713760979331066,3646880484684520,2379719368714975
"09/21/2016",6004284598331195,3717723652745957,3649700882237159,2381297497543774
"09/22/2016",6011649914002570,3724975852928633,3652647924179811,2384186120163492
"09/23/2016",6015831812781218,3727135525070123,3654664481084537,2385197992846312
"09/24/2016",6016222153484156,3727525865773061,3654859221686131,2385392733447906
"09/25/2016",6016713009011966,3728016721300871,3655115298194852,2385648809956627
"09/26/2016",6021715891113011,3733019603401916,3658030171339248,2388563683101023
"09/27/2016",6033604032393023,3742852934694108,3663752890272556,2393638309366810
"09/28/2016",6065114388624487,3758779693375320,3679158475198625,2401953551754496
"09/29/2016",6069220599853668,3762885904604501,3681176568334726,2403971644890597
